中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,29 ms,1216 Mbps,155648 kB/s,155648.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,864 Mbps,110592 kB/s,110592.0
192.18.130.65,443,192.18.130.65,US,San Jose,中转,15 ms,824 Mbps,105472 kB/s,105472.0
35.230.79.26,443,35.212.219.103,US,Seattle,隧道,48 ms,634 Mbps,81203 kB/s,81203.0
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,50 ms,576 Mbps,73830 kB/s,73830.0
35.197.23.75,443,35.212.219.103,US,Seattle,隧道,62 ms,576 Mbps,73728 kB/s,73728.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,28 ms,559 Mbps,71577 kB/s,71577.0
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,49 ms,414 Mbps,53043 kB/s,53043.0
18.216.55.100,443,18.216.55.100,US,Chicago,中转,74 ms,335 Mbps,42905 kB/s,42905.0
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,109 ms,225 Mbps,28876 kB/s,28876.0
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,165 ms,210 Mbps,26931 kB/s,26931.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,69 ms,208 Mbps,26726 kB/s,26726.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,142 ms,169 Mbps,21708 kB/s,21708.0
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,164 Mbps,20992 kB/s,20992.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,151 ms,150 Mbps,19251 kB/s,19251.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,148 Mbps,18944 kB/s,18944.0
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,139 ms,139 Mbps,17817 kB/s,17817.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,148 ms,135 Mbps,17305 kB/s,17305.0
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,144 ms,121 Mbps,15564 kB/s,15564.0
150.230.107.89,443,2602:ffe4:407:21d9:0:a112:30a4:1a42,SG,Singapore,隧道,209 ms,112 Mbps,14438 kB/s,14438.0
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,28 ms,80 Mbps,10240 kB/s,10240.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,271 ms,55 Mbps,7053 kB/s,7053.0
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,146 ms,42 Mbps,5403 kB/s,5403.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,154 ms,42 Mbps,5391 kB/s,5391.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,185 ms,40 Mbps,5202 kB/s,5202.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,40 Mbps,5170 kB/s,5170.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,70 ms,38 Mbps,4977 kB/s,4977.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,183 ms,38 Mbps,4917 kB/s,4917.0
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,249 ms,34 Mbps,4426 kB/s,4426.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,184 ms,21 Mbps,2794 kB/s,2794.0
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,164 ms,19 Mbps,2526 kB/s,2526.0
193.123.80.245,443,193.123.80.245,AE,Paris,中转,244 ms,18 Mbps,2422 kB/s,2422.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,58 ms,16 Mbps,2057 kB/s,2057.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,159 ms,15 Mbps,2041 kB/s,2041.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,174 ms,14 Mbps,1860 kB/s,1860.0
130.162.144.191,443,2a09:bac5:4733:1a14::299:6a,KR,Seoul,隧道,143 ms,13 Mbps,1677 kB/s,1677.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,129 ms,12 Mbps,1663 kB/s,1663.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,10 Mbps,1359 kB/s,1359.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,7 Mbps,972 kB/s,972.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,187 ms,7 Mbps,936 kB/s,936.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,193 ms,6 Mbps,867 kB/s,867.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,164 ms,6 Mbps,768 kB/s,768.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,133 ms,5 Mbps,663 kB/s,663.0
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,180 ms,4 Mbps,557 kB/s,557.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,191 ms,3 Mbps,395 kB/s,395.0
129.159.84.71,443,129.159.84.71,US,Dallas,中转,104 ms,2 Mbps,275 kB/s,275.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,166 ms,1 Mbps,210 kB/s,210.0
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,131 ms,0 Mbps,45 kB/s,45.0
