中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,27 ms,74 Mbps,9492 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,696 Mbps,89190 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,21 ms,7 Mbps,944 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,331 Mbps,42393 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,28 ms,765 Mbps,97996 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,68 ms,45 Mbps,5809 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,55 ms,385 Mbps,49356 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,119 ms,176 Mbps,22528 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,58 ms,476 Mbps,61030 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,33 ms,66 Mbps,8474 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,546 Mbps,69939 kB/s
35.197.23.75,443,35.212.224.237,US,Seattle,隧道,64 ms,480 Mbps,61440 kB/s
132.226.31.178,443,2a09:bac5:60eb:78::c:347,US,Los Angeles,隧道,77 ms,48 Mbps,6153 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,25 ms,79 Mbps,10137 kB/s
35.230.79.26,443,35.212.224.237,US,Seattle,隧道,53 ms,494 Mbps,63283 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,123 ms,56 Mbps,7288 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,425 Mbps,54476 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,304 Mbps,39014 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,502 Mbps,64307 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,122 ms,245 Mbps,31436 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,36 ms,57 Mbps,7338 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,131 ms,175 Mbps,22425 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,61 ms,494 Mbps,63283 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,118 ms,48 Mbps,6186 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,169 ms,95 Mbps,12185 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,132 ms,198 Mbps,25395 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,188 Mbps,24166 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,35 ms,47 Mbps,6083 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,118 ms,182 Mbps,23347 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,389 Mbps,49868 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,49 ms,56 Mbps,7194 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,64 ms,15 Mbps,1980 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,145 Mbps,18636 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,65 ms,10 Mbps,1333 kB/s
141.148.243.63,443,2a0b:21c0:1007:c8:0:8ef2:e3cc:260e,DE,Frankfurt,隧道,137 ms,130 Mbps,16691 kB/s
144.21.62.141,443,2a0b:21c0:1007:1ca:0:fab8:1157:2d85,DE,Frankfurt,隧道,143 ms,132 Mbps,16896 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,56 ms,48 Mbps,6223 kB/s
154.23.240.232,443,154.23.240.232,US,Los Angeles,中转,66 ms,43 Mbps,5574 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,112 ms,449 Mbps,57548 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,62 ms,428 Mbps,54886 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,229 ms,2 Mbps,323 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,67 ms,0 Mbps,93 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,234 ms,80 Mbps,10240 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,122 ms,46 Mbps,5921 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,104 ms,48 Mbps,6163 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,121 ms,44 Mbps,5739 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,226 ms,43 Mbps,5629 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,130 ms,41 Mbps,5305 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,132 ms,43 Mbps,5545 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,233 ms,30 Mbps,3842 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,205 ms,104 Mbps,13414 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,222 ms,4 Mbps,566 kB/s
