中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,15 ms,808 Mbps,103424 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,31 ms,1000 Mbps,128000 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,28 ms,808 Mbps,103424 kB/s
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,52 ms,440 Mbps,56320 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,36 ms,350 Mbps,44851 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,74 ms,447 Mbps,57241 kB/s
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,41 ms,631 Mbps,80793 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,68 ms,44 Mbps,5741 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,461 Mbps,59084 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,86 ms,48 Mbps,6202 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,74 ms,328 Mbps,42086 kB/s
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,36 ms,608 Mbps,77926 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,138 ms,132 Mbps,16998 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,142 ms,48 Mbps,6178 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,34 ms,50 Mbps,6509 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,58 ms,47 Mbps,6094 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,167 ms,14 Mbps,1809 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,156 ms,45 Mbps,5862 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,156 ms,129 Mbps,16588 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,182 ms,46 Mbps,5957 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,158 ms,47 Mbps,6069 kB/s
141.148.236.214,443,2a0b:21c0:100a:1b0:0:7b2c:6be7:b47f,DE,Frankfurt,隧道,161 ms,138 Mbps,17715 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,175 ms,24 Mbps,3137 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,190 ms,3 Mbps,411 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,55 ms,272 Mbps,34816 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,161 ms,35 Mbps,4488 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,167 ms,43 Mbps,5621 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,169 ms,105 Mbps,13516 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,194 Mbps,24883 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,195 ms,123 Mbps,15769 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,65 ms,2 Mbps,292 kB/s
