中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac1:7680:118::c7:9,US,Buffalo,隧道,26 ms,84 Mbps,10854 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,880 Mbps,112640 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,115 ms,428 Mbps,54784 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,56 ms,421 Mbps,53964 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,380 Mbps,48742 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,30 ms,688 Mbps,88166 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,56 ms,379 Mbps,48537 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,384 Mbps,49254 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,38 ms,24 Mbps,3169 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,68 ms,557 Mbps,71372 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,44 ms,331 Mbps,42393 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,48 ms,723 Mbps,92569 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,342 Mbps,43827 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,338 Mbps,43315 kB/s
130.61.23.77,443,130.61.23.77,DE,102 Mbps,13107 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,197 ms,52 Mbps,6722 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,63 ms,417 Mbps,53452 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,195 Mbps,24985 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,132 ms,337 Mbps,43212 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,56 ms,480 Mbps,61542 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,55 ms,50 Mbps,6500 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,60 ms,51 Mbps,6653 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,69 ms,374 Mbps,47923 kB/s
5.161.71.41,443,2a01:4ff:f0:a8a2::1,US,Ashburn,隧道,47 ms,628 Mbps,80486 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,55 ms,148 Mbps,19046 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,179 Mbps,22937 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,171 Mbps,21913 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,53 ms,46 Mbps,5894 kB/s
5.161.157.116,443,5.161.157.116,US,Ashburn,中转,92 ms,641 Mbps,82124 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,26 Mbps,3424 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,109 ms,173 Mbps,22220 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,125 Mbps,16076 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,113 ms,290 Mbps,37171 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,43 Mbps,5528 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,204 Mbps,26112 kB/s
132.145.236.35,443,163.123.193.24,DE,Frankfurt,隧道,106 ms,96 Mbps,12390 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,251 ms,94 Mbps,12083 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,45 Mbps,5862 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,200 ms,38 Mbps,4927 kB/s
141.147.74.20,443,141.147.74.20,GB,London,中转,97 ms,226 Mbps,28979 kB/s
141.147.81.227,443,98.98.156.18,AE,Frankfurt,隧道,107 ms,105 Mbps,13516 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,210 ms,70 Mbps,8988 kB/s
129.154.50.220,443,129.154.50.220,KR,Osaka,中转,173 ms,28 Mbps,3665 kB/s
8.210.21.65,443,8.210.21.65,HK,Hong Kong,中转,221 ms,59 Mbps,7587 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,211 ms,64 Mbps,8213 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,210 ms,63 Mbps,8122 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,209 ms,64 Mbps,8197 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,207 ms,63 Mbps,8155 kB/s
193.123.60.27,443,2606:f240:f00:46c4:0:3aed:40c6:bb03,US,Frankfurt,隧道,109 ms,92 Mbps,11776 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,201 ms,73 Mbps,9432 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,261 ms,2 Mbps,268 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,215 ms,79 Mbps,10137 kB/s
138.3.221.87,443,128.14.110.204,US,Singapore,隧道,220 ms,60 Mbps,7745 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,174 ms,84 Mbps,10752 kB/s
138.2.75.36,443,138.2.75.36,SG,Singapore,中转,210 ms,63 Mbps,8084 kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,170 ms,34 Mbps,4412 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,61 ms,308 Mbps,39424 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,208 ms,54 Mbps,6912 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,192 ms,0 Mbps,40 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,209 ms,64 Mbps,8252 kB/s
18.191.122.211,443,3.130.94.216,US,,隧道,14 ms,563 Mbps,72089 kB/s
103.137.63.3,443,122.118.145.177,TW,,隧道,188 ms,87 Mbps,11161 kB/s
155.248.176.8,443,128.14.110.206,US,Singapore,隧道,223 ms,70 Mbps,8996 kB/s
204.110.220.3,443,204.110.220.67,US,,隧道,66 ms,330 Mbps,42291 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,298 ms,84 Mbps,10752 kB/s
193.123.235.59,443,193.123.235.59,KR,Tokyo,中转,174 ms,50 Mbps,6490 kB/s
144.24.83.39,443,144.24.83.39,KR,Osaka,中转,173 ms,89 Mbps,11468 kB/s
158.180.68.56,443,158.180.68.56,KR,Osaka,中转,175 ms,4 Mbps,634 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,110 ms,172 Mbps,22016 kB/s
8.219.174.142,443,8.219.174.142,SG,Singapore,中转,213 ms,85 Mbps,10956 kB/s
3.138.59.154,443,3.130.94.216,US,,隧道,72 ms,640 Mbps,81920 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,70 ms,22 Mbps,2898 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,110 ms,195 Mbps,24985 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,147 ms,366 Mbps,46899 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,110 ms,54 Mbps,7005 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,FR,,隧道,151 ms,165 Mbps,21196 kB/s
193.123.81.105,443,193.123.81.105,AE,Milan,中转,197 ms,43 Mbps,5604 kB/s
54.203.85.46,443,204.110.220.129,US,,隧道,65 ms,332 Mbps,42598 kB/s
35.183.163.195,443,35.183.128.11,CA,,隧道,28 ms,598 Mbps,76595 kB/s
3.66.115.225,443,3.68.128.205,DE,,隧道,120 ms,180 Mbps,23142 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,98 ms,212 Mbps,27136 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,112 ms,180 Mbps,23040 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,109 ms,172 Mbps,22016 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,110 ms,180 Mbps,23142 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,116 ms,176 Mbps,22528 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,1217 ms,0 Mbps,50 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,209 ms,72 Mbps,9278 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,111 ms,173 Mbps,22220 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,113 ms,170 Mbps,21811 kB/s
5.161.228.130,443,2a01:4ff:f0:2d61::1,US,Ashburn,隧道,23 ms,896 Mbps,114688 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,268 ms,56 Mbps,7198 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,23 ms,34 Mbps,4365 kB/s
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,56 ms,370 Mbps,47411 kB/s
47.242.176.185,443,47.242.176.185,HK,Hong Kong,中转,196 ms,71 Mbps,9172 kB/s
34.198.89.145,443,3.87.121.25,US,Ashburn,隧道,27 ms,638 Mbps,81715 kB/s
